nama_tempat,username,rating,review
Kopi Studio 24 Panglima Sudirman,Gadis Kirania,5,"Tempat nongkrong yg asyik
Harga sangat aman di kantong
Makanan minuman nya enak banget"
Kopi Studio 24 Panglima Sudirman,Ainurrohma Widiyanti,5,Enak buat nugas & strategis
Kopi Studio 24 Panglima Sudirman,Khusnul Musyayaroh,5,makanan enak harga terjangkau tempat nyaaaman karyawan ramah thank you
Kopi Studio 24 Panglima Sudirman,Angelia Rahmadhani,5,"tempat nyaman, harga murah, enak dibuat wfc"
Kopi Studio 24 Panglima Sudirman,Ridho Putro Yonatha,5,Pelayanannya sangat ramah dan cepat. Makanan dan minuman yang disajikan juga enak
Kopi Studio 24 Panglima Sudirman,Erwind Burger,5,Harga nya murah makanan nya enak pelayanan nya juga ramah bangettt
Kopi Studio 24 Panglima Sudirman,J_Melina Indira Paramita_,5,"harganya murah, minuman sama makanannya juga enak"
Kopi Studio 24 Panglima Sudirman,dhista pertama,5,"pelayanan nya bestt bangett, luveeee!!!"
Kopi Studio 24 Panglima Sudirman,Deoochi Putri,5,"Tempatnya baru banget di daerah deket rampal dan sebelahan banget sama buchi kids. Mudah banget ditemuin, untuk makanan dan minumannya udah oke punya seperti cabang kopi studio lainnya 😚
Masih sepi karena emang baru buka banget.
Pelayanan tergolong cepat dan sangat ramah kepada pelanggan. Betah disini, promo tetap buy 1 get 1 sama seperti cabang lainnya."
Kopi Studio 24 Panglima Sudirman,Khafid Faric,5,Tempatnya enak
Kopi Studio 24 Panglima Sudirman,Farrel Wicasa,5,"Tempatnya nyaman, adem dan juga bersih"
Kopi Studio 24 Panglima Sudirman,Ismaul Arifah,5,Pelayanan oke dan tempat nyaman banget strategiss juga
Kopi Studio 24 Panglima Sudirman,wiwin wahyuni,5,"Tempatnya nyaman bagus,,pelayanannya ramah,, seru buat kumpul,, wajib merapat guys,,"
Kopi Studio 24 Panglima Sudirman,adela jasinka viandina,5,"menunya nyaman untuk nugas, menu nya enak enak dan harganya pas untuk anak kos"
Kopi Studio 24 Panglima Sudirman,Febriyana Alvionita Utomo Putri,5,tempatnya nyaman cocok buat nugas
Kopi Studio 24 Panglima Sudirman,Mira Pasha,5,"Tempatnyaa okee, comfy buat nongki nugas, okee pokoknyaa🙌🏻"
Kopi Studio 24 Panglima Sudirman,Natasya Verlina,5,tempatnya cozy banget buat nugas dan makanan enak
Kopi Studio 24 Panglima Sudirman,bbynisa adty,5,"tempat nyaman untuk nugas, murah dan worth it"
Kopi Studio 24 Panglima Sudirman,Revika Prima,5,pelayanan yg baik dan ramah
Kopi Studio 24 Panglima Sudirman,Gojo Satorunyimeng,5,"Pancongnya enak, harganya murah tempatnya nyaman dan juga dingin. Enak buat belajar"
Kopi Studio 24 Panglima Sudirman,Binarfi N.A,5,"tempatnya cozy, nyaman buat nugas di lantai atas"
Kopi Studio 24 Panglima Sudirman,Aleno Karim,5,Pelayanannya ramah juga cepat. Enak bgt sebelah tempat kerja
Kopi Studio 24 Panglima Sudirman,Rahmat ezar,5,tempatnya bagus pelayanan juga bagus
Kopi Studio 24 Panglima Sudirman,Keefe 02,5,"Tempatnya nyaman banget buat nongkrong atau kerja! Suasana tenang, AC dingin, colokan banyak, dan WiFi-nya kencang. Kopinya enak — aku suka banget Es Kopi Susu Aren-nya, creamy dan pas manisnya. Pelayanannya juga ramah dan cepat. Sudah beberapa kali ke sini dan selalu puas. Lokasi strategis dan mudah dijangkau. Recommended banget buat yang cari tempat chill di area Panglima Sudirman!"
Kopi Studio 24 Panglima Sudirman,Muslimah 87,5,Nyaman buat ngopi sama temen dan pelayanan nya sangat ramah apa lagi kasir nya ganteng
Kopi Studio 24 Panglima Sudirman,Mokhamad Rizki Khasan Assari,5,"Lokasinya strategis,tempatnya nyman.cocok buat nugas."
Kopi Studio 24 Panglima Sudirman,Anis QA,5,Harganya terjangkau dan cocok untuk mahasiswa mengerjakan tugas kuliah
Kopi Studio 24 Panglima Sudirman,nad nad,5,Recommended bgt tempatnya nyaman wajib coba siii gabakal nyesel
Kopi Studio 24 Panglima Sudirman,Dewi Larasati,5,Tempatnya cozy si cuma untuk outdoor atau area smokingnya kurang
Kopi Studio 24 Panglima Sudirman,Eka Aprillia,5,"Pelayanan cepat , pegawainya ramah ."
Kopi Studio 24 Panglima Sudirman,13. Dewi Nata Artani,5,"Makanan dan minumannya murah murah dan enak, worth it banget"
Kopi Studio 24 Panglima Sudirman,Kris Ayu,5,Nyaman pelayanan mantap
Kopi Studio 24 Panglima Sudirman,Indra MOJO,5,Tempat Baguss Mantap🔥
Kopi Studio 24 Panglima Sudirman,user z,5,"suasana bagus dan harga ramah kantong akhir bulan, nyaman dan layanan ramah"
Kopi Studio 24 Panglima Sudirman,Naurah Fa'adihillatul Izzah,5,"pancongnya mantapp, pelayanannya ramah, makanan enak enak cocok buat nongkrong😍😍😍🤞🏻🤞🏻🤞🏻"
Kopi Studio 24 Panglima Sudirman,hanna shintia,5,"Pelayanan mantap, nyaman buat nugas"
Kopi Studio 24 Panglima Sudirman,Naufal Cs,5,"Tempatnya estetik cocok buat kaum muda2 nongkrong, ngajak pasangan atau teman worth it banget"
Kopi Studio 24 Panglima Sudirman,Dapp,5,Tempatnya cozy bgt sukak
Kopi Studio 24 Panglima Sudirman,Sri Winanti,5,"Pelayanan cepat, ramah dan tempatnya nyaman 👍"
Kopi Studio 24 Panglima Sudirman,The A,5,"Mantul tempatnya, cozy bgt"
Kopi Studio 24 Panglima Sudirman,HANI DWI SETYOWINANTI,5,"tempatnya nyaman buat nongkrong sm nugas, makanan sm minumnya juga ramah di kantong. udah langganan sama kopi studio dari maba"
Kopi Studio 24 Panglima Sudirman,YaMaulana,5,tempat nya nyaman dan bagus
Kopi Studio 24 Panglima Sudirman,gabriel lorenzo,5,"tempatmya nyaman dan oke lahh ,harga murmer bgt
recomm deh pkokny"
Kopi Studio 24 Panglima Sudirman,pengagum rahasia,5,"tempatnya bersih, pelayanan nyaa topp"
Kopi Studio 24 Panglima Sudirman,Bunga Kirani,5,"Enakkk banget tempatnya, menunya juga topp"
Kopi Studio 24 Panglima Sudirman,Meyla Milun,5,"Pelayanan bagus, makanannya enak"
Kopi Studio 24 Panglima Sudirman,Agista Syahputri,5,"Tempat nyaman, bersih, makanan dan minuman murah"
Kopi Studio 24 Panglima Sudirman,Chatrin Septia,5,Untuk harga terjangkau cocok buat yang suka ngopi dengan pilihan Snack yang banyk
Kopi Studio 24 Panglima Sudirman,Ananda Pramesti,5,"tempat rekomen buat nugas, enak bnget"
Kopi Studio 24 Panglima Sudirman,Nur Soliha,5,"sangat ramah sekali, nyaman"
Kopi Studio 24 Panglima Sudirman,Nikmatul Izza,5,Tempatnya nyaman
Kopi Studio 24 Panglima Sudirman,Javier Firaz Darwisy,5,menunya murah dan enak
Kopi Studio 24 Panglima Sudirman,Saskia Putri,5,"Tempat nyaman, pelayanan cepat. Bintang 5+++ Deh!!"
Kopi Studio 24 Panglima Sudirman,divaomahvisual,5,Green tea kopstud paling nampol segerr bangettt ss😍
Kopi Studio 24 Panglima Sudirman,115_ Arinal Husna Rizky,5,enakkk bgtt ayam sambel matahnya woiiii kek ayam mahal pdhl cuman 12k an cuman nasinya aga kurang bnyk aja buat porsiku ahahaha
Kopi Studio 24 Panglima Sudirman,blu vier,5,tempatnya bersih layanannya jg ramah
Kopi Studio 24 Panglima Sudirman,aulia diva salsabillah,5,Tempat tujuan yang paling pertama Thai tea di kopi studio ter the bestt😋
Kopi Studio 24 Panglima Sudirman,Rus Mini,5,Harga nya murah murah tapi soal kualitas engga murahan enak bangett
Kopi Studio 24 Panglima Sudirman,Ridik Putra,5,Bagus enakkkk sip enakk enakkkk banget bersihhhh
Kopi Studio 24 Panglima Sudirman,Amanda Mahardka,5,salah satu kopstud yang aku suka banget suasana nya. udah banyak kopstud aku cobain ini jadi nomor 1 pilihan pertama kalau mau nugas ataupun sekedar me time. cemilan maupun minumannya juga enak. palingan suka yang by 1 get 1 biar lega banget minumnya. gak lupa sma pancong lumernya yang ada taburan crunchy beuhh enak banget. mending kalian kalau butuh suasana baru kesini ini dijamin nyaman .
Kopi Studio 24 Panglima Sudirman,Bonar Bo,5,Nyaman dan ramah pelayanan nya
Kopi Studio 24 Panglima Sudirman,putri yuniar,5,tempatnya enakkk
Kopi Studio 24 Panglima Sudirman,nintya ayu cahyani,5,"cocok buat nugas, pelayanan bagus"
Kopi Studio 24 Panglima Sudirman,Chairil Sureno,5,tempatnya keren dan nyaman
Kopi Studio 24 Panglima Sudirman,Wahib Hijratul akbar,5,"tempatnya nyaman, cocok buat tempat nongkrong"
Kopi Studio 24 Panglima Sudirman,Nyambik Anakan,5,"menu bervariasi,rasanya juga enak,untuk harga pasti terjangkau,tempat luas dan bersih."
Kopi Studio 24 Panglima Sudirman,Selin Chrolin,5,pelayanan nya bagus tempat nya bersi+rapi
Kopi Studio 24 Panglima Sudirman,Radella Anggraini,5,mas nya murah senyum makanan endulll
Kopi Studio 24 Panglima Sudirman,Ikka Yuliana,5,"Tempat enak buat nongkrong, lebih dekat juga dari rumah 👍🏻👍🏻👍🏻👍🏻"
Kopi Studio 24 Panglima Sudirman,Ririn ayu,5,"Tempatnya bersih dan nyaman bgt untuk nongki, pelayannya juga ramah."
Kopi Studio 24 Panglima Sudirman,Raffly Nur,5,"Suasan enak , karyawan ramahh"
Kopi Studio 24 Panglima Sudirman,Rafif Ramdhani,5,Tempatnya sangat nyaman
Kopi Studio 24 Panglima Sudirman,cahyatri Rahma,5,Asikk bgt buat nugas nyamann
Kopi Studio 24 Panglima Sudirman,Layalia Zumrotunnisa,5,"bagus, tempatnya bersih, kasirnya ramah jugaa"
Kopi Studio 24 Panglima Sudirman,22_ Nailah Farkhatuzzahroh,4,"makanan enak, murah, namun ac di lantai 2 kurang berfungsi"
Kopi Studio 24 Panglima Sudirman,Ell Hazenut,5,suasananya nyaman bgt
Kopi Studio 24 Panglima Sudirman,ichsan f,5,"Keren, tempat paling nyaman buat ngumpul dan mengerjakan tugas. Semoga makin banyak cabang"
Kopi Studio 24 Panglima Sudirman,Salsabila Ilma Dewi,5,Kopstud yg paling nyaman dari pelayanan hingga suasananya
Kopi Studio 24 Panglima Sudirman,Akun Mas irvan,5,tempatnya nyaman dan bersih 💘 …
Kopi Studio 24 Panglima Sudirman,Alamak,5,"Baru pertama kali ke sini dan langsung suka! Tempatnya bersih, estetik, dan cocok buat santai ataupun kerja. Minumannya variatif, dan harganya masih ramah di kantong. Aku pesan Ice Matcha Latte, rasanya enak dan nggak terlalu manis — pas banget! Pelayanannya juga cepat dan staff-nya ramah semua. Pokoknya recommended, bakal sering mampir ke sini kalau lagi di sekitar Panglima Sudirman."
Kopi Studio 24 Panglima Sudirman,Eri Chan,5,"cocok buat tempat nugas, tempat nya enak"
Kopi Studio 24 Panglima Sudirman,Amelia Putri,1,"Rasa minumannya nggk sesuai takaran,masa 2x beli rasanya nggk konsisten,dan warna kopinya sama nggk dk kasih note jadi bingung mana yg DC dan mna yg cb ,mbknya agak judes"
Kopi Studio 24 Panglima Sudirman,bayu beni,5,"Pelayanan bagus , dan ramah"
Kopi Studio 24 Panglima Sudirman,Ahmad Daffa,5,tempatnya sangat cozy dan juga makanannya affordable
Kopi Studio 24 Panglima Sudirman,Bilqis naylaaa,5,"wifinya lancar, cocok buat nugas, tempat nya adem"
Kopi Studio 24 Panglima Sudirman,ureenn,5,tempatnya enak
Kopi Studio 24 Panglima Sudirman,Arlian Nasrul Ramadhani,5,Pancongnya enak
Kopi Studio 24 Panglima Sudirman,Kadek Suardana,5,"Tempatnya bersih, masnya ramah.. mantap poll💪👍👍👍 …"
Kopi Studio 24 Panglima Sudirman,VANIA PUTRI,5,tempatnya nyaman sekalee approve
Kopi Studio 24 Panglima Sudirman,NeruruZzzz,5,Cafe nyaman murahh baru buka deket rumah suka bgtt
Kopi Studio 24 Panglima Sudirman,Raihan Syauqi,5,Tempatnya nyaman ada lantai 2 dan bagus
Kopi Studio 24 Panglima Sudirman,Yazdan,5,pelayanan ramah dan cepat
Kopi Studio 24 Panglima Sudirman,Nino Rahmadani,5,pelayanan nya ramahh
Kopi Studio 24 Panglima Sudirman,Nafisa Rahma,5,"pelanannya ramahh,kasirnya buaik pollll🥰 recommendedd bgttt sii🙌"
Kopi Studio 24 Panglima Sudirman,Aida Salma Hani,5,suka sekali ke kopstud langganan saya
Kopi Studio 24 Panglima Sudirman,Raven Fitranda,5,KEREN MURAH MURAH PELAYANAN BAIK MENU ENAK TEMPAT NYAMAN
Kopi Studio 24 Panglima Sudirman,Dima Tzy,5,"pelayanan baik, ramah mantapp+++"
Kopi Studio 24 Panglima Sudirman,Eny Nur,5,"Mantap rekomendasi sii ,tempatnya dan baguss yeeee"
Kopi Studio 24 Panglima Sudirman,Falincia Mardiah,5,"Minuman + snacknya enakk
Harga terjangkau
Layanananya cepat"
Kopi Studio 24 Panglima Sudirman,Zann,5,"tempatnya bagus, pokoknya mantap"
Kopi Studio 24 Panglima Sudirman,Ryu Jyin,5,"Pelayanan bagus, cepat dan responsif"
Kopi Studio 24 Panglima Sudirman,Yhuangga Adhivana,5,"tempatnya enak nyaman, kopinya oke, dan 24 jam"
Kopi Studio 24 Panglima Sudirman,nadila koriyah,5,"harga afordable, tempat comfy dan pelyanan cepat. tempat nongkrong baru area stasiun yang sangat rekomen🤩"
Kopi Studio 24 Panglima Sudirman,mochammad yusuf danendra2307,5,"sangatttt bagusss,tempattnyaaa indahhh,nyamann buatt nongki"
Kopi Studio 24 Panglima Sudirman,Naurah Fa'adihillatul Izzah,5,"pelayanannya cepat, pegaiwanya ramah"", tempatnya jg luas"
Kopi Studio 24 Panglima Sudirman,whida wisnu wardana,5,Pelayanan Toppp 👍👍👍 …
Kopi Studio 24 Panglima Sudirman,Regita Hayu,5,"Makanannya enak , pelayannya ramahh , tempatnya enak dan nyamann untuk bersantai."
Kopi Studio 24 Panglima Sudirman,Thalita Verina M,5,"pelayanannya ramah, cepet, bersih tempatnya, mantap 👍🏻👍🏻"
Kopi Studio 24 Panglima Sudirman,Nur Muhammad Najiburrohman,5,"tempatnya nyaman dan tugasable, cocok buat kumpul kumpul"
Kopi Studio 24 Panglima Sudirman,Wardah Zaina Al Munawaroh,5,"Pelayanan oke, rasa oke, definisi murah tapi enak poll!!"
Kopi Studio 24 Panglima Sudirman,panesa xyz16,5,"Overall sudah oke, untuk makan maknyus, pelayanan mantap mantap, minuman layak dicoba. namun ada beberapa menu yang belum tersedia seperti strawberry float, dan milk boba brown sugar. Untuk suasana cuma kurang musik cafe jazz wkwkkwkw"
Kopi Studio 24 Panglima Sudirman,SULTHON OZ OFFICIAL,5,"Ada kopstud baru di daerah Rampal, sangat membantu bagi saya yang sering ke Bengkel Surya Makmur motor, namun bingung mau nunggu dimana. Jadinya ke Kopstud aja. Sangat membantu bagi saya karena juga bisa ngopi, sambil WFC disaat servis motor. Minuman saya biasanya less ice Kopi D Cream jadi favorit, dan tim crew sangat memperhatikan pesanan saya. Ruangan ber-AC juga tersedia jadi betah berlama-lama disini."
Kopi Studio 24 Panglima Sudirman,Alifa Yusheyyla,5,pelayanan nya bagus
Kopi Studio 24 Panglima Sudirman,Fahmi Chandra,5,"tempatmya enak buat nugasss,worthit murah²"
Kopi Studio 24 Panglima Sudirman,Muhammad Helmi Irfan Rofif,5,Tempatnya enak wifinya juga lancar
Kopi Studio 24 Panglima Sudirman,Razor -,5,Pelayanan ramah dan tempat nyaman
Kopi Studio 24 Panglima Sudirman,Hildegardis Emmanuella,5,"mantap, pancong enak, AVOCADO CHOCO ENAK, DEKET RUMAH YEY"
Kopi Studio 24 Panglima Sudirman,epep sejati,5,sepi. bagus  tempatnya pelayanan ramah
Kopi Studio 24 Panglima Sudirman,Yuliastri Patanduk,5,Makannya enak enakk🤩🤩
Kopi Studio 24 Panglima Sudirman,10.Flaviana Intan Daniella,5,seneng banget bisa kesini makanan nya enakk
Kopi Studio 24 Panglima Sudirman,Peter Flory,5,tempatnya bagus saya suka dengan tempat ini dan murah
Kopi Studio 24 Panglima Sudirman,Adli Azzamy Syauqi,5,"gawendeng tempat nya bagus, mas mas e sangar, minum makan e gausah ditanya, enak pasti kopstud"
Kopi Studio 24 Panglima Sudirman,Shara Sita,5,Pelayanannya baik dan ramah suka banget di sini 😍😍
Kopi Studio 24 Panglima Sudirman,IFNA HANA NAFIAH,5,Tempat nyaman untuk mahasiswa😍
Kopi Studio 24 Panglima Sudirman,kia kiuu,5,"nugasable, murah banget, tempatnya enak"
Kopi Studio 24 Panglima Sudirman,Hikam Athaillah,5,"kasirnya baik anjay sama tempatnya comfortable banget buat ngopi sama temen"""
Kopi Studio 24 Panglima Sudirman,Nadia Assyifa,5,"harga kantong pelajar, pelayanan yg ramah"
Kopi Studio 24 Panglima Sudirman,Nnkanawut Maria,5,Seru nyaman bersih juga pelayanan nya bagus solusi tengah malam nikus
Kopi Studio 24 Panglima Sudirman,Dika Yudistira,5,mantab dah pokoknya
Kopi Studio 24 Panglima Sudirman,Aril yoga saputra Saputra,5,sini oo enak banget
Kopi Studio 24 Panglima Sudirman,Andrew Luigi gunawan,5,Harga kopi murah dan pancongnya enak dari yang lain😋 …
Kopi Studio 24 Panglima Sudirman,kont odon,5,rekomen banget kalo kaliah budget pelajar mampir kesini
Kopi Studio 24 Panglima Sudirman,Idfiananda Prayogi,5,tempat nya ena buat nongki² santai
Kopi Studio 24 Panglima Sudirman,Roydikin Roydikin,5,Tempat bersih pol enak pol aseli no fek fek
Kopi Studio 24 Panglima Sudirman,Mochammad Rafli setiyawan,5,Pelayanannya mantab
Kopi Studio 24 Panglima Sudirman,reviyanti widya,5,tempatnya nyaman dan mantap
Kopi Studio 24 Panglima Sudirman,dna,5,Buat sarapan oke banget karena udah buka dan harga terjangkau
Kopi Studio 24 Panglima Sudirman,Deswita Puji Astuti,5,"kopinya enak, creamy, ayam geprek besar dan sambelnya enak"
Kopi Studio 24 Panglima Sudirman,Mikyal Tasa Aisyah,5,"tempatnya enak, bersih, worth it pokoknya"
Kopi Studio 24 Panglima Sudirman,sasmi,5,Tempatnya bersih dan nyaman
Kopi Studio 24 Panglima Sudirman,M. Risky Putra Pratama,5,Mantap layanannya terbaik tempatnya bersih
Kopi Studio 24 Panglima Sudirman,Rendy Aditya pratama,5,"Makanan nya enak"" kasir nya juga Rama banget"
Kopi Studio 24 Panglima Sudirman,Mlg Wkw,5,Tempat nya bagus dan cocok buat belajar sama temen temen kuliah
Kopi Studio 24 Panglima Sudirman,Bu Istiana,5,Pelayanan sangat baik
Kopi Studio 24 Panglima Sudirman,yessiabn,5,bagus nih tempat nya rekomend bangett
Kopi Studio 24 Panglima Sudirman,Willy Rafael F. Silalahi,5,"Tempatnya nyaman, bersih  pokoknya bagus nyaman untuk nugas"
Kopi Studio 24 Panglima Sudirman,Aldi p,5,"tempat strategis, bersih, nyaman"
Kopi Studio 24 Panglima Sudirman,AKM 3B-27- Suci Nurur Rohmah,5,tempat nya nyaman dan recommend buat nugas
Kopi Studio 24 Panglima Sudirman,Farel Ramdhan,5,"karyawan nya ramah, tempat nya bersih, auto langganan sii"
Kopi Studio 24 Panglima Sudirman,Kevin Ardiansa,5,mantap rek ngopi ng kene
Kopi Studio 24 Panglima Sudirman,Helmicahyo Saputro,5,Pelayanan ramah dan tempat bersih
Kopi Studio 24 Panglima Sudirman,Heza Sabrina,5,tempatnya bagus harganya juga ramah dikantong
Kopi Studio 24 Panglima Sudirman,Radingka Rocha Arfian,5,Suasana nyaman. Sejuk. Cocok buat bareng-bareng
Kopi Studio 24 Panglima Sudirman,Riska Septiani,5,Harga sangat terjangkau
Kopi Studio 24 Panglima Sudirman,oky slamet (okynawa),5,"Enak nanget kopi, dan pegawainya ramah"
Kopi Studio 24 Panglima Sudirman,Nayswaapta Audina,5,Pelayanann yang bagus
Kopi Studio 24 Panglima Sudirman,Aprilina Putri Eka,5,"pelayanan baik dan cepat, tempat nyaman"
Kopi Studio 24 Panglima Sudirman,Dimas Akbar Paramarta,5,"tempatt ee bagusss indahh,luass dan nyaman"
Kopi Studio 24 Panglima Sudirman,Amelia Indah Kusdewanti,5,"Mantep banget kopi studio, pelayanan ramah, menu lengkap, rasa enak"
Kopi Studio 24 Panglima Sudirman,amritaislamia bahtiar,5,harga nya murah pelayanan nya juga rama
Kopi Studio 24 Panglima Sudirman,ellen taz,5,"Makanan, pelayanan, suasana ok semua"
Kopi Studio 24 Panglima Sudirman,Miss Terry,5,Menyenangkan dan nyaman
Kopi Studio 24 Panglima Sudirman,tsabita,5,"pelayanan ramah, cepat."
Kopi Studio 24 Panglima Sudirman,Rio Febrian Ardiansyah,5,Pelayanan bagus dan tempat eastetik
Kopi Studio 24 Panglima Sudirman,Nur Anisa,5,Pelayanan ramah cepat dan mudah di cari 👍👍
Kopi Studio 24 Panglima Sudirman,Prime Aràshi,5,disini pelayannya ramah dan lingkungannya bersih
Kopi Studio 24 Panglima Sudirman,ABCD EFG,5,Tempat ngopi paling recommended sihh menurut y
Kopi Studio 24 Panglima Sudirman,Devy agista,5,Tempat bersih dan murah
Kopi Studio 24 Panglima Sudirman,Muhammad surya Putra davindra,5,tempatnya nyaman
Kopi Studio 24 Panglima Sudirman,Azriel Sanzz,5,Saya baru ngomong pesanan udh siap
Kopi Studio 24 Panglima Sudirman,aini aja,5,"Kopian paling recommended kalau dana lagi tipis sihh, pancongnya enak bangett, minumannya juga enak sii dengan rarha segitu😋👌👌"
Kopi Studio 24 Panglima Sudirman,jodi julio,5,Kopi studio yang nyaman untuk nongkrong bersama pacar atau teman. Sangat recommended.
Kopi Studio 24 Panglima Sudirman,Marinaa Nana,5,Sangat baik dan pelayanan nya sangan ramah
Kopi Studio 24 Panglima Sudirman,Dhiny Lestari,5,"Minumannya pas,enak.Makanannya juga enak.Ccoocoookk deh.👍👍🫶🫶"
Kopi Studio 24 Panglima Sudirman,Vonia Febri,5,"tempatnya nyaman, luas, makanannya enak, topp👍🏼👍🏼👍🏼👍🏼👍🏼"
Kopi Studio 24 Panglima Sudirman,Maul Daris,5,Tempatnya nyaman bersih
Kopi Studio 24 Panglima Sudirman,anggi putri,5,"Makanan nya murah"" kasir nya ramah"
Kopi Studio 24 Panglima Sudirman,Kadoel,5,"Ruang nyaman buat ngopi santai, deket atm BRI&BCA.
Deket Buchi Kids juga, mantab👍🏿."
Kopi Studio 24 Panglima Sudirman,Merry Pratama,5,cookies'n cream nya enak bangett yatuhannnn
Kopi Studio 24 Panglima Sudirman,Sharon FloJim,5,"Minuman langganan aku, aku favorite banget sama dcream dan Jasmine sumpah beda banget ama yang lain, pokoknya suka banget aku kesini."
Kopi Studio 24 Panglima Sudirman,Asegap Asegap,5,Layanan baik dan sippp
Kopi Studio 24 Panglima Sudirman,Woosan Ship,3,"beda orang yg bikin beda rasa, takaran minuman e ngawur apa gimana? kadang pas kadang hambar"
Kopi Studio 24 Panglima Sudirman,Putri Ayun,5,"Sip, lebih dekat rumaahh"
Kopi Studio 24 Panglima Sudirman,Hisyam fito.,5,"Enak buat tugas, apalagi kalau hujan🤤"
Kopi Studio 24 Panglima Sudirman,Putri Putri,5,makanan nya enak enak kasir nya juga ramah
Kopi Studio 24 Panglima Sudirman,rahmada alfina zahro,5,"Makanan minuman nya murcee, josjiss"
Kopi Studio 24 Panglima Sudirman,Refim 99,5,"Affordable, nice greentea ,pancongnya mantaps"
Kopi Studio 24 Panglima Sudirman,Nanang Pos,5,makanan ya sangat enak dan murah
Kopi Studio 24 Panglima Sudirman,Inggittt Sftniii,5,Kasir baik cantik ramah minuman manis makanan juga enak banyak pilihan menu
Kopi Studio 24 Panglima Sudirman,Nazeera Cereline,5,"bersih, bagus, rapi, pelayanan oke"
Kopi Studio 24 Panglima Sudirman,Tya Maharani,5,"Pelayanan mantap, produknya enak"
Kopi Studio 24 Panglima Sudirman,Esthrinita Pakae,5,tempatnya enak buat nugas dan juga bersih
Kopi Studio 24 Panglima Sudirman,pia piaajaa,3,ac nya gk dingin alhasil panas banget ga ada bedanya atas sama bawa
Kopi Studio 24 Panglima Sudirman,Zainal muarif,5,Kopinya enak.. pancongnya fresh hangat .. pelayanan oke ramah sekali
Kopi Studio 24 Panglima Sudirman,ridho firmansyah,5,Pelayanan ramah.....promonya mantap....
Kopi Studio 24 Panglima Sudirman,Tsaqif Ramadhan,5,"Ayam geprek nya enak , lokasi nya nyaman ."
Kopi Studio 24 Panglima Sudirman,Eyin Vishela,5,Beli kopi ekonomis. Buy 1 pilih minuman lain free. Gak sampe 15rb . Rasanya pun creamy
Kopi Studio 24 Panglima Sudirman,102 Nurina Laila,5,"Kopi studio 24 pelayanan kaka” nya  ramah, menu nya juga bervarian dan enak” kalau aku sih paling suka chocolate avocado nya ,"
Kopi Studio 24 Panglima Sudirman,Elshadai Davina,5,"Tempat nya enak untuk nongkrong, menunya banyak dan tidak pricey"
Kopi Studio 24 Panglima Sudirman,corneliacory cory,5,Pelayanan cepat dan ramah  mas e ganteng2
Kopi Studio 24 Panglima Sudirman,Belgis anna reka,5,Enak kopi nya dan banyak pilihan nya karyawan nya ramah senyum
Kopi Studio 24 Panglima Sudirman,12 FEBRIAMANDA KUSUMA NENG AYU,5,tempanya bersih dan pelayanan ramah🤍🤍🤍
Kopi Studio 24 Panglima Sudirman,Ferdiansyah Rvz,5,Pelayanan bagus
Kopi Studio 24 Panglima Sudirman,Ika Agustina,5,ramah pelayanannya baik
Kopi Studio 24 Panglima Sudirman,Sita Kia,5,Kue pancong nya enak. Tempat strategis
Kopi Studio 24 Panglima Sudirman,Banyusejati,5,"Tempatnya bagus, wifinya lancar vibesnya kalcer abieessss"
Kopi Studio 24 Panglima Sudirman,Vito adenanda lingga septi,5,tempatnya nyaman
Kopi Studio 24 Panglima Sudirman,Ananda Kirana,5,"Enak,,, pelayanan bagus dan ramah"
Kopi Studio 24 Panglima Sudirman,Salza Nabila Riskayanti,5,Kopstud disini nyaman banget 🥰
Kopi Studio 24 Panglima Sudirman,Javier,5,menu dan pelayanannya mantap
Kopi Studio 24 Panglima Sudirman,Dheny eka Saputra,5,pelayanan mantap
Kopi Studio 24 Panglima Sudirman,Virginia Imelda,5,"murah, enak, pelayanan ramah, pertahankan"
Kopi Studio 24 Panglima Sudirman,Salsabila Narvika,5,"Bersih, nyaman, pelayanan bestt sii👍 …"
Kopi Studio 24 Panglima Sudirman,Denoz Z,5,baguss benget tepat nya
Kopi Studio 24 Panglima Sudirman,Afil Af Idata Putri,5,"Tempatnya cozy, pancongnya juga enak"
Kopi Studio 24 Panglima Sudirman,Andryani Suryo Putri,5,Suasana enak nyaman kopinya mantap
Kopi Studio 24 Panglima Sudirman,Ilvi Nur Diana Maulida,5,tempatnya nyaman buat nugas
Kopi Studio 24 Panglima Sudirman,anggi dwi,5,"kasirnya ramah, makanan n minumannya enak, pelayanannya cepat ❤️❤️❤️❤️"
Kopi Studio 24 Panglima Sudirman,Wahyu Dewanto,5,pelayanan memuaskan
Kopi Studio 24 Panglima Sudirman,Candra Febrian Razin,5,baguss enakk tempatnyaa
Kopi Studio 24 Panglima Sudirman,bilabila 22,5,"tempatnya bersih, nyaman, oke"
Kopi Studio 24 Panglima Sudirman,Camelia naura anjar amani,5,pelayanan ramah
Kopi Studio 24 Panglima Sudirman,Aisyah Nur Yuliana,5,Tempat fav jajannn minumannnnn. Dcream n lemon tea menu fav 🤗
Kopi Studio 24 Panglima Sudirman,Muhammad Sahlan,5,Tempat luas nyaman
Kopi Studio 24 Panglima Sudirman,Resty Afriana,5,"Promo nya oke, rasanya enak, harga nya terjangkau.. the best pokoknya"
Kopi Studio 24 Panglima Sudirman,pratiwi wilujeng,5,Sangat ramah
